AGE_GROUP,COUNT,CRIME,GENDER,STATE_UT,Total_Juvenile,YEAR
7-12 Years,0,Dowry Deaths,Girls,GOA,0,2007
7-12 Years,0,Dowry Deaths,Girls,GOA,0,2008
7-12 Years,0,Dowry Deaths,Girls,GOA,0,2009
7-12 Years,0,Dowry Deaths,Girls,GOA,0,2010
7-12 Years,0,Dowry Deaths,Girls,GUJARAT,0,2001
7-12 Years,0,Dowry Deaths,Girls,GUJARAT,0,2002
7-12 Years,0,Dowry Deaths,Girls,GUJARAT,0,2003
7-12 Years,0,Dowry Deaths,Girls,GUJARAT,0,2004
7-12 Years,0,Dowry Deaths,Girls,GUJARAT,0,2005
7-12 Years,0,Dowry Deaths,Girls,GUJARAT,0,2006
7-12 Years,0,Dowry Deaths,Girls,GUJARAT,0,2007
7-12 Years,0,Dowry Deaths,Girls,GUJARAT,0,2008
7-12 Years,0,Dowry Deaths,Girls,GUJARAT,0,2009
7-12 Years,0,Dowry Deaths,Girls,GUJARAT,0,2010
7-12 Years,0,Dowry Deaths,Girls,HARYANA,0,2001
7-12 Years,0,Dowry Deaths,Girls,HARYANA,0,2002
7-12 Years,0,Dowry Deaths,Girls,HARYANA,0,2003
7-12 Years,0,Dowry Deaths,Girls,HARYANA,0,2004
7-12 Years,0,Dowry Deaths,Girls,HARYANA,0,2005
7-12 Years,0,Dowry Deaths,Girls,HARYANA,0,2006
7-12 Years,0,Dowry Deaths,Girls,HARYANA,0,2007
7-12 Years,0,Dowry Deaths,Girls,HARYANA,0,2008
7-12 Years,0,Dowry Deaths,Girls,HARYANA,0,2009
7-12 Years,0,Dowry Deaths,Girls,HARYANA,0,2010
7-12 Years,0,Dowry Deaths,Girls,HIMACHAL PRADESH,0,2001
7-12 Years,0,Dowry Deaths,Girls,HIMACHAL PRADESH,0,2002
7-12 Years,0,Dowry Deaths,Girls,HIMACHAL PRADESH,0,2003
7-12 Years,0,Dowry Deaths,Girls,HIMACHAL PRADESH,0,2004
7-12 Years,0,Dowry Deaths,Girls,HIMACHAL PRADESH,0,2005
7-12 Years,0,Dowry Deaths,Girls,HIMACHAL PRADESH,0,2006
7-12 Years,0,Dowry Deaths,Girls,HIMACHAL PRADESH,0,2007
7-12 Years,0,Dowry Deaths,Girls,HIMACHAL PRADESH,0,2008
7-12 Years,0,Dowry Deaths,Girls,HIMACHAL PRADESH,0,2009
7-12 Years,0,Dowry Deaths,Girls,HIMACHAL PRADESH,0,2010
7-12 Years,0,Dowry Deaths,Girls,JAMMU & KASHMIR,0,2001
7-12 Years,0,Dowry Deaths,Girls,JAMMU & KASHMIR,0,2002
7-12 Years,0,Dowry Deaths,Girls,JAMMU & KASHMIR,0,2003
7-12 Years,0,Dowry Deaths,Girls,JAMMU & KASHMIR,0,2004
7-12 Years,0,Dowry Deaths,Girls,JAMMU & KASHMIR,0,2005
7-12 Years,0,Dowry Deaths,Girls,JAMMU & KASHMIR,0,2006
7-12 Years,0,Dowry Deaths,Girls,JAMMU & KASHMIR,0,2007
7-12 Years,0,Dowry Deaths,Girls,JAMMU & KASHMIR,0,2008
7-12 Years,0,Dowry Deaths,Girls,JAMMU & KASHMIR,0,2009
7-12 Years,0,Dowry Deaths,Girls,JAMMU & KASHMIR,0,2010
7-12 Years,0,Dowry Deaths,Girls,JHARKHAND,0,2001
7-12 Years,0,Dowry Deaths,Girls,JHARKHAND,0,2002
7-12 Years,0,Dowry Deaths,Girls,JHARKHAND,0,2003
7-12 Years,0,Dowry Deaths,Girls,JHARKHAND,0,2004
7-12 Years,0,Dowry Deaths,Girls,JHARKHAND,0,2006
7-12 Years,0,Dowry Deaths,Girls,JHARKHAND,0,2007
7-12 Years,0,Dowry Deaths,Girls,JHARKHAND,0,2008
7-12 Years,0,Dowry Deaths,Girls,JHARKHAND,0,2009
7-12 Years,0,Dowry Deaths,Girls,JHARKHAND,0,2010
7-12 Years,0,Dowry Deaths,Girls,KARNATAKA,0,2001
7-12 Years,0,Dowry Deaths,Girls,KARNATAKA,0,2002
7-12 Years,0,Dowry Deaths,Girls,KARNATAKA,0,2003
7-12 Years,0,Dowry Deaths,Girls,KARNATAKA,0,2004
7-12 Years,0,Dowry Deaths,Girls,KARNATAKA,0,2005
7-12 Years,0,Dowry Deaths,Girls,KARNATAKA,0,2006
7-12 Years,0,Dowry Deaths,Girls,KARNATAKA,0,2007
7-12 Years,0,Dowry Deaths,Girls,KARNATAKA,0,2008
7-12 Years,0,Dowry Deaths,Girls,KARNATAKA,0,2009
7-12 Years,0,Dowry Deaths,Girls,KARNATAKA,0,2010
7-12 Years,0,Dowry Deaths,Girls,KERALA,0,2001
7-12 Years,0,Dowry Deaths,Girls,KERALA,0,2002
7-12 Years,0,Dowry Deaths,Girls,KERALA,0,2003
7-12 Years,0,Dowry Deaths,Girls,KERALA,0,2004
7-12 Years,0,Dowry Deaths,Girls,KERALA,0,2005
7-12 Years,0,Dowry Deaths,Girls,KERALA,0,2006
7-12 Years,0,Dowry Deaths,Girls,KERALA,0,2007
7-12 Years,0,Dowry Deaths,Girls,KERALA,0,2008
7-12 Years,0,Dowry Deaths,Girls,KERALA,0,2009
7-12 Years,0,Dowry Deaths,Girls,KERALA,0,2010
7-12 Years,0,Dowry Deaths,Girls,LAKSHADWEEP,0,2001
7-12 Years,0,Dowry Deaths,Girls,LAKSHADWEEP,0,2002
7-12 Years,0,Dowry Deaths,Girls,LAKSHADWEEP,0,2003
7-12 Years,0,Dowry Deaths,Girls,LAKSHADWEEP,0,2004
7-12 Years,0,Dowry Deaths,Girls,LAKSHADWEEP,0,2005
7-12 Years,0,Dowry Deaths,Girls,LAKSHADWEEP,0,2006
7-12 Years,0,Dowry Deaths,Girls,LAKSHADWEEP,0,2007
7-12 Years,0,Dowry Deaths,Girls,LAKSHADWEEP,0,2008
7-12 Years,0,Dowry Deaths,Girls,LAKSHADWEEP,0,2009
7-12 Years,0,Dowry Deaths,Girls,LAKSHADWEEP,0,2010
7-12 Years,0,Dowry Deaths,Girls,MADHYA PRADESH,0,2001
7-12 Years,0,Dowry Deaths,Girls,MADHYA PRADESH,0,2002
7-12 Years,0,Dowry Deaths,Girls,MADHYA PRADESH,0,2003
7-12 Years,0,Dowry Deaths,Girls,MADHYA PRADESH,0,2004
7-12 Years,0,Dowry Deaths,Girls,MADHYA PRADESH,0,2005
7-12 Years,0,Dowry Deaths,Girls,MADHYA PRADESH,0,2007
7-12 Years,0,Dowry Deaths,Girls,MADHYA PRADESH,0,2010
7-12 Years,0,Dowry Deaths,Girls,MAHARASHTRA,0,2001
7-12 Years,0,Dowry Deaths,Girls,MAHARASHTRA,0,2002
7-12 Years,0,Dowry Deaths,Girls,MAHARASHTRA,0,2003
7-12 Years,0,Dowry Deaths,Girls,MAHARASHTRA,0,2004
7-12 Years,0,Dowry Deaths,Girls,MAHARASHTRA,0,2005
7-12 Years,0,Dowry Deaths,Girls,MAHARASHTRA,0,2006
7-12 Years,0,Dowry Deaths,Girls,MAHARASHTRA,0,2008
7-12 Years,0,Dowry Deaths,Girls,MAHARASHTRA,0,2009
7-12 Years,0,Dowry Deaths,Girls,MAHARASHTRA,0,2010
7-12 Years,0,Dowry Deaths,Girls,MANIPUR,0,2001
7-12 Years,0,Dowry Deaths,Girls,MANIPUR,0,2002
7-12 Years,0,Dowry Deaths,Girls,MANIPUR,0,2003
7-12 Years,0,Dowry Deaths,Girls,MANIPUR,0,2004
7-12 Years,0,Dowry Deaths,Girls,MANIPUR,0,2005
7-12 Years,0,Dowry Deaths,Girls,MANIPUR,0,2006
7-12 Years,0,Dowry Deaths,Girls,MANIPUR,0,2007
7-12 Years,0,Dowry Deaths,Girls,MANIPUR,0,2008
7-12 Years,0,Dowry Deaths,Girls,MANIPUR,0,2009
7-12 Years,0,Dowry Deaths,Girls,MANIPUR,0,2010
7-12 Years,0,Dowry Deaths,Girls,MEGHALAYA,0,2001
7-12 Years,0,Dowry Deaths,Girls,MEGHALAYA,0,2002
7-12 Years,0,Dowry Deaths,Girls,MEGHALAYA,0,2003
7-12 Years,0,Dowry Deaths,Girls,MEGHALAYA,0,2004
7-12 Years,0,Dowry Deaths,Girls,MEGHALAYA,0,2005
7-12 Years,0,Dowry Deaths,Girls,MEGHALAYA,0,2006
7-12 Years,0,Dowry Deaths,Girls,MEGHALAYA,0,2007
7-12 Years,0,Dowry Deaths,Girls,MEGHALAYA,0,2008
7-12 Years,0,Dowry Deaths,Girls,MEGHALAYA,0,2009
7-12 Years,0,Dowry Deaths,Girls,MEGHALAYA,0,2010
7-12 Years,0,Dowry Deaths,Girls,MIZORAM,0,2001
7-12 Years,0,Dowry Deaths,Girls,MIZORAM,0,2002
7-12 Years,0,Dowry Deaths,Girls,MIZORAM,0,2003
7-12 Years,0,Dowry Deaths,Girls,MIZORAM,0,2004
7-12 Years,0,Dowry Deaths,Girls,MIZORAM,0,2005
7-12 Years,0,Dowry Deaths,Girls,MIZORAM,0,2006
7-12 Years,0,Dowry Deaths,Girls,MIZORAM,0,2007
7-12 Years,0,Dowry Deaths,Girls,MIZORAM,0,2008
7-12 Years,0,Dowry Deaths,Girls,MIZORAM,0,2009
7-12 Years,0,Dowry Deaths,Girls,MIZORAM,0,2010
7-12 Years,0,Dowry Deaths,Girls,NAGALAND,0,2001
7-12 Years,0,Dowry Deaths,Girls,NAGALAND,0,2002
7-12 Years,0,Dowry Deaths,Girls,NAGALAND,0,2003
7-12 Years,0,Dowry Deaths,Girls,NAGALAND,0,2004
7-12 Years,0,Dowry Deaths,Girls,NAGALAND,0,2005
7-12 Years,0,Dowry Deaths,Girls,NAGALAND,0,2006
7-12 Years,0,Dowry Deaths,Girls,NAGALAND,0,2007
7-12 Years,0,Dowry Deaths,Girls,NAGALAND,0,2008
7-12 Years,0,Dowry Deaths,Girls,NAGALAND,0,2009
7-12 Years,0,Dowry Deaths,Girls,NAGALAND,0,2010
7-12 Years,0,Dowry Deaths,Girls,ODISHA,0,2001
7-12 Years,0,Dowry Deaths,Girls,ODISHA,0,2002
7-12 Years,0,Dowry Deaths,Girls,ODISHA,0,2003
7-12 Years,0,Dowry Deaths,Girls,ODISHA,0,2004
7-12 Years,0,Dowry Deaths,Girls,ODISHA,0,2005
7-12 Years,0,Dowry Deaths,Girls,ODISHA,0,2006
7-12 Years,0,Dowry Deaths,Girls,ODISHA,0,2007
7-12 Years,0,Dowry Deaths,Girls,ODISHA,0,2008
7-12 Years,0,Dowry Deaths,Girls,ODISHA,0,2009
7-12 Years,0,Dowry Deaths,Girls,ODISHA,0,2010
7-12 Years,0,Dowry Deaths,Girls,PUDUCHERRY,0,2001
7-12 Years,0,Dowry Deaths,Girls,PUDUCHERRY,0,2002
7-12 Years,0,Dowry Deaths,Girls,PUDUCHERRY,0,2003
7-12 Years,0,Dowry Deaths,Girls,PUDUCHERRY,0,2004
7-12 Years,0,Dowry Deaths,Girls,PUDUCHERRY,0,2005
7-12 Years,0,Dowry Deaths,Girls,PUDUCHERRY,0,2006
7-12 Years,0,Dowry Deaths,Girls,PUDUCHERRY,0,2007
7-12 Years,0,Dowry Deaths,Girls,PUDUCHERRY,0,2008
7-12 Years,0,Dowry Deaths,Girls,PUDUCHERRY,0,2009
7-12 Years,0,Dowry Deaths,Girls,PUDUCHERRY,0,2010
7-12 Years,0,Dowry Deaths,Girls,PUNJAB,0,2001
7-12 Years,0,Dowry Deaths,Girls,PUNJAB,0,2002
7-12 Years,0,Dowry Deaths,Girls,PUNJAB,0,2003
7-12 Years,0,Dowry Deaths,Girls,PUNJAB,0,2004
7-12 Years,0,Dowry Deaths,Girls,PUNJAB,0,2005
7-12 Years,0,Dowry Deaths,Girls,PUNJAB,0,2006
7-12 Years,0,Dowry Deaths,Girls,PUNJAB,0,2007
7-12 Years,0,Dowry Deaths,Girls,PUNJAB,0,2008
7-12 Years,0,Dowry Deaths,Girls,PUNJAB,0,2009
7-12 Years,0,Dowry Deaths,Girls,PUNJAB,0,2010
7-12 Years,0,Dowry Deaths,Girls,RAJASTHAN,0,2001
7-12 Years,0,Dowry Deaths,Girls,RAJASTHAN,0,2002
7-12 Years,0,Dowry Deaths,Girls,RAJASTHAN,0,2003
7-12 Years,0,Dowry Deaths,Girls,RAJASTHAN,0,2004
7-12 Years,0,Dowry Deaths,Girls,RAJASTHAN,0,2005
7-12 Years,0,Dowry Deaths,Girls,RAJASTHAN,0,2006
7-12 Years,0,Dowry Deaths,Girls,RAJASTHAN,0,2007
7-12 Years,0,Dowry Deaths,Girls,RAJASTHAN,0,2008
7-12 Years,0,Dowry Deaths,Girls,RAJASTHAN,0,2009
7-12 Years,0,Dowry Deaths,Girls,RAJASTHAN,0,2010
7-12 Years,0,Dowry Deaths,Girls,SIKKIM,0,2001
7-12 Years,0,Dowry Deaths,Girls,SIKKIM,0,2002
7-12 Years,0,Dowry Deaths,Girls,SIKKIM,0,2003
7-12 Years,0,Dowry Deaths,Girls,SIKKIM,0,2004
7-12 Years,0,Dowry Deaths,Girls,SIKKIM,0,2005
7-12 Years,0,Dowry Deaths,Girls,SIKKIM,0,2006
7-12 Years,0,Dowry Deaths,Girls,SIKKIM,0,2007
7-12 Years,0,Dowry Deaths,Girls,SIKKIM,0,2008
7-12 Years,0,Dowry Deaths,Girls,SIKKIM,0,2009
7-12 Years,0,Dowry Deaths,Girls,SIKKIM,0,2010
7-12 Years,0,Dowry Deaths,Girls,TAMIL NADU,0,2001
7-12 Years,0,Dowry Deaths,Girls,TAMIL NADU,0,2002
7-12 Years,0,Dowry Deaths,Girls,TAMIL NADU,0,2003
7-12 Years,0,Dowry Deaths,Girls,TAMIL NADU,0,2004
7-12 Years,0,Dowry Deaths,Girls,TAMIL NADU,0,2005
7-12 Years,0,Dowry Deaths,Girls,TAMIL NADU,0,2006
7-12 Years,0,Dowry Deaths,Girls,TAMIL NADU,0,2007
7-12 Years,0,Dowry Deaths,Girls,TAMIL NADU,0,2008
7-12 Years,0,Dowry Deaths,Girls,TAMIL NADU,0,2009
7-12 Years,0,Dowry Deaths,Girls,TAMIL NADU,0,2010
7-12 Years,0,Dowry Deaths,Girls,TRIPURA,0,2001
7-12 Years,0,Dowry Deaths,Girls,TRIPURA,0,2002
7-12 Years,0,Dowry Deaths,Girls,TRIPURA,0,2003
7-12 Years,0,Dowry Deaths,Girls,TRIPURA,0,2004
7-12 Years,0,Dowry Deaths,Girls,TRIPURA,0,2005
7-12 Years,0,Dowry Deaths,Girls,TRIPURA,0,2006
7-12 Years,0,Dowry Deaths,Girls,TRIPURA,0,2007
7-12 Years,0,Dowry Deaths,Girls,TRIPURA,0,2008
7-12 Years,0,Dowry Deaths,Girls,TRIPURA,0,2009
7-12 Years,0,Dowry Deaths,Girls,TRIPURA,0,2010
7-12 Years,0,Dowry Deaths,Girls,UTTAR PRADESH,0,2002
7-12 Years,0,Dowry Deaths,Girls,UTTAR PRADESH,0,2003
7-12 Years,0,Dowry Deaths,Girls,UTTAR PRADESH,0,2004
7-12 Years,0,Dowry Deaths,Girls,UTTAR PRADESH,0,2005
7-12 Years,0,Dowry Deaths,Girls,UTTAR PRADESH,0,2006
7-12 Years,0,Dowry Deaths,Girls,UTTAR PRADESH,0,2007
7-12 Years,0,Dowry Deaths,Girls,UTTAR PRADESH,0,2008
7-12 Years,0,Dowry Deaths,Girls,UTTAR PRADESH,0,2009
7-12 Years,0,Dowry Deaths,Girls,UTTAR PRADESH,0,2010
7-12 Years,0,Dowry Deaths,Girls,UTTARAKHAND,0,2001
7-12 Years,0,Dowry Deaths,Girls,UTTARAKHAND,0,2002
7-12 Years,0,Dowry Deaths,Girls,UTTARAKHAND,0,2003
7-12 Years,0,Dowry Deaths,Girls,UTTARAKHAND,0,2004
7-12 Years,0,Dowry Deaths,Girls,UTTARAKHAND,0,2005
7-12 Years,0,Dowry Deaths,Girls,UTTARAKHAND,0,2006
7-12 Years,0,Dowry Deaths,Girls,UTTARAKHAND,0,2007
7-12 Years,0,Dowry Deaths,Girls,UTTARAKHAND,0,2008
7-12 Years,0,Dowry Deaths,Girls,UTTARAKHAND,0,2009
7-12 Years,0,Dowry Deaths,Girls,UTTARAKHAND,0,2010
7-12 Years,0,Dowry Deaths,Girls,WEST BENGAL,0,2001
7-12 Years,0,Dowry Deaths,Girls,WEST BENGAL,0,2002
7-12 Years,0,Dowry Deaths,Girls,WEST BENGAL,0,2003
7-12 Years,0,Dowry Deaths,Girls,WEST BENGAL,0,2004
7-12 Years,0,Dowry Deaths,Girls,WEST BENGAL,0,2005
7-12 Years,0,Dowry Deaths,Girls,WEST BENGAL,0,2006
7-12 Years,0,Dowry Deaths,Girls,WEST BENGAL,0,2007
7-12 Years,0,Dowry Deaths,Girls,WEST BENGAL,0,2008
7-12 Years,0,Dowry Deaths,Girls,WEST BENGAL,0,2009
7-12 Years,0,Dowry Deaths,Girls,WEST BENGAL,0,2010
7-12 Years,0,Kidnapping,Boys,ANDAMAN & NICOBAR ISLANDS,0,2001
7-12 Years,0,Kidnapping,Boys,ANDAMAN & NICOBAR ISLANDS,0,2002
7-12 Years,0,Kidnapping,Boys,ANDAMAN & NICOBAR ISLANDS,0,2003
7-12 Years,0,Kidnapping,Boys,ANDAMAN & NICOBAR ISLANDS,0,2004
7-12 Years,0,Kidnapping,Boys,ANDAMAN & NICOBAR ISLANDS,0,2005
7-12 Years,0,Kidnapping,Boys,ANDAMAN & NICOBAR ISLANDS,0,2006
7-12 Years,0,Kidnapping,Boys,ANDAMAN & NICOBAR ISLANDS,0,2007
7-12 Years,0,Kidnapping,Boys,ANDAMAN & NICOBAR ISLANDS,0,2008
7-12 Years,0,Kidnapping,Boys,ANDAMAN & NICOBAR ISLANDS,0,2009
7-12 Years,0,Kidnapping,Boys,ANDAMAN & NICOBAR ISLANDS,0,2010
7-12 Years,0,Kidnapping,Boys,ANDHRA PRADESH,0,2002
7-12 Years,0,Kidnapping,Boys,ANDHRA PRADESH,0,2003
7-12 Years,0,Kidnapping,Boys,ANDHRA PRADESH,0,2004
7-12 Years,0,Kidnapping,Boys,ANDHRA PRADESH,0,2005
7-12 Years,0,Kidnapping,Boys,ANDHRA PRADESH,0,2006
7-12 Years,0,Kidnapping,Boys,ANDHRA PRADESH,0,2007
7-12 Years,0,Kidnapping,Boys,ANDHRA PRADESH,0,2008
7-12 Years,0,Kidnapping,Boys,ANDHRA PRADESH,0,2009
7-12 Years,0,Kidnapping,Boys,ANDHRA PRADESH,0,2010
7-12 Years,0,Kidnapping,Boys,ARUNACHAL PRADESH,0,2001
7-12 Years,0,Kidnapping,Boys,ARUNACHAL PRADESH,0,2002
7-12 Years,0,Kidnapping,Boys,ARUNACHAL PRADESH,0,2003
7-12 Years,0,Kidnapping,Boys,ARUNACHAL PRADESH,0,2004
7-12 Years,0,Kidnapping,Boys,ARUNACHAL PRADESH,0,2005
7-12 Years,0,Kidnapping,Boys,ARUNACHAL PRADESH,0,2006
7-12 Years,0,Kidnapping,Boys,ARUNACHAL PRADESH,0,2007
7-12 Years,0,Kidnapping,Boys,ARUNACHAL PRADESH,0,2008
7-12 Years,0,Kidnapping,Boys,ARUNACHAL PRADESH,0,2009
7-12 Years,0,Kidnapping,Boys,ARUNACHAL PRADESH,0,2010
7-12 Years,0,Kidnapping,Boys,ASSAM,0,2001
7-12 Years,0,Kidnapping,Boys,ASSAM,0,2004
7-12 Years,0,Kidnapping,Boys,ASSAM,0,2005
7-12 Years,0,Kidnapping,Boys,ASSAM,0,2006
7-12 Years,0,Kidnapping,Boys,ASSAM,0,2007
7-12 Years,0,Kidnapping,Boys,ASSAM,0,2008
7-12 Years,0,Kidnapping,Boys,BIHAR,0,2001
7-12 Years,0,Kidnapping,Boys,BIHAR,0,2002
7-12 Years,0,Kidnapping,Boys,BIHAR,0,2003
7-12 Years,0,Kidnapping,Boys,BIHAR,0,2004
7-12 Years,0,Kidnapping,Boys,BIHAR,0,2005
7-12 Years,0,Kidnapping,Boys,BIHAR,0,2006
7-12 Years,0,Kidnapping,Boys,BIHAR,0,2007
7-12 Years,0,Kidnapping,Boys,BIHAR,0,2008
7-12 Years,0,Kidnapping,Boys,BIHAR,0,2009
7-12 Years,0,Kidnapping,Boys,BIHAR,0,2010
7-12 Years,0,Kidnapping,Boys,CHANDIGARH,0,2001
7-12 Years,0,Kidnapping,Boys,CHANDIGARH,0,2002
7-12 Years,0,Kidnapping,Boys,CHANDIGARH,0,2003
7-12 Years,0,Kidnapping,Boys,CHANDIGARH,0,2004
7-12 Years,0,Kidnapping,Boys,CHANDIGARH,0,2005
7-12 Years,0,Kidnapping,Boys,CHANDIGARH,0,2006
7-12 Years,0,Kidnapping,Boys,CHANDIGARH,0,2007
7-12 Years,0,Kidnapping,Boys,CHANDIGARH,0,2008
7-12 Years,0,Kidnapping,Boys,CHANDIGARH,0,2009
7-12 Years,0,Kidnapping,Boys,CHANDIGARH,0,2010
7-12 Years,0,Kidnapping,Boys,CHHATTISGARH,0,2001
7-12 Years,0,Kidnapping,Boys,CHHATTISGARH,0,2002
7-12 Years,0,Kidnapping,Boys,CHHATTISGARH,0,2003
7-12 Years,0,Kidnapping,Boys,CHHATTISGARH,0,2004
7-12 Years,0,Kidnapping,Boys,CHHATTISGARH,0,2005
7-12 Years,0,Kidnapping,Boys,CHHATTISGARH,0,2007
7-12 Years,0,Kidnapping,Boys,CHHATTISGARH,0,2008
7-12 Years,0,Kidnapping,Boys,CHHATTISGARH,0,2009
7-12 Years,0,Kidnapping,Boys,CHHATTISGARH,0,2010
7-12 Years,0,Kidnapping,Boys,D&N HAVELI,0,2001
7-12 Years,0,Kidnapping,Boys,D&N HAVELI,0,2002
7-12 Years,0,Kidnapping,Boys,D&N HAVELI,0,2003
7-12 Years,0,Kidnapping,Boys,D&N HAVELI,0,2004
7-12 Years,0,Kidnapping,Boys,D&N HAVELI,0,2005
7-12 Years,0,Kidnapping,Boys,D&N HAVELI,0,2006
7-12 Years,0,Kidnapping,Boys,D&N HAVELI,0,2007
7-12 Years,0,Kidnapping,Boys,D&N HAVELI,0,2008
7-12 Years,0,Kidnapping,Boys,D&N HAVELI,0,2009
7-12 Years,0,Kidnapping,Boys,D&N HAVELI,0,2010
7-12 Years,0,Kidnapping,Boys,DAMAN & DIU,0,2001
7-12 Years,0,Kidnapping,Boys,DAMAN & DIU,0,2002
7-12 Years,0,Kidnapping,Boys,DAMAN & DIU,0,2003
7-12 Years,0,Kidnapping,Boys,DAMAN & DIU,0,2004
7-12 Years,0,Kidnapping,Boys,DAMAN & DIU,0,2005
7-12 Years,0,Kidnapping,Boys,DAMAN & DIU,0,2006
7-12 Years,0,Kidnapping,Boys,DAMAN & DIU,0,2007
7-12 Years,0,Kidnapping,Boys,DAMAN & DIU,0,2008
7-12 Years,0,Kidnapping,Boys,DAMAN & DIU,0,2009
7-12 Years,0,Kidnapping,Boys,DAMAN & DIU,0,2010
7-12 Years,0,Kidnapping,Boys,DELHI UT,0,2001
7-12 Years,0,Kidnapping,Boys,DELHI UT,0,2002
7-12 Years,0,Kidnapping,Boys,DELHI UT,0,2003
7-12 Years,0,Kidnapping,Boys,DELHI UT,0,2004
7-12 Years,0,Kidnapping,Boys,DELHI UT,0,2005
7-12 Years,0,Kidnapping,Boys,DELHI UT,0,2006
7-12 Years,0,Kidnapping,Boys,DELHI UT,0,2007
7-12 Years,0,Kidnapping,Boys,DELHI UT,0,2008
7-12 Years,0,Kidnapping,Boys,DELHI UT,0,2009
7-12 Years,0,Kidnapping,Boys,DELHI UT,0,2010
7-12 Years,0,Kidnapping,Boys,GOA,0,2001
7-12 Years,0,Kidnapping,Boys,GOA,0,2002
7-12 Years,0,Kidnapping,Boys,GOA,0,2003
7-12 Years,0,Kidnapping,Boys,GOA,0,2004
7-12 Years,0,Kidnapping,Boys,GOA,0,2005
7-12 Years,0,Kidnapping,Boys,GOA,0,2006
7-12 Years,0,Kidnapping,Boys,GOA,0,2007
7-12 Years,0,Kidnapping,Boys,GOA,0,2008
7-12 Years,0,Kidnapping,Boys,GOA,0,2009
7-12 Years,0,Kidnapping,Boys,GOA,0,2010
7-12 Years,0,Kidnapping,Boys,GUJARAT,0,2001
7-12 Years,0,Kidnapping,Boys,GUJARAT,0,2002
7-12 Years,0,Kidnapping,Boys,GUJARAT,0,2003
7-12 Years,0,Kidnapping,Boys,GUJARAT,0,2004
7-12 Years,0,Kidnapping,Boys,GUJARAT,0,2005
7-12 Years,0,Kidnapping,Boys,GUJARAT,0,2006
7-12 Years,0,Kidnapping,Boys,GUJARAT,0,2007
7-12 Years,0,Kidnapping,Boys,GUJARAT,0,2008
7-12 Years,0,Kidnapping,Boys,GUJARAT,0,2009
7-12 Years,0,Kidnapping,Boys,GUJARAT,0,2010
7-12 Years,0,Kidnapping,Boys,HARYANA,0,2001
7-12 Years,0,Kidnapping,Boys,HARYANA,0,2002
7-12 Years,0,Kidnapping,Boys,HARYANA,0,2003
7-12 Years,0,Kidnapping,Boys,HARYANA,0,2004
7-12 Years,0,Kidnapping,Boys,HARYANA,0,2005
7-12 Years,0,Kidnapping,Boys,HARYANA,0,2006
7-12 Years,0,Kidnapping,Boys,HARYANA,0,2007
7-12 Years,0,Kidnapping,Boys,HARYANA,0,2008
7-12 Years,0,Kidnapping,Boys,HARYANA,0,2010
7-12 Years,0,Kidnapping,Boys,HIMACHAL PRADESH,0,2001
7-12 Years,0,Kidnapping,Boys,HIMACHAL PRADESH,0,2002
7-12 Years,0,Kidnapping,Boys,HIMACHAL PRADESH,0,2003
7-12 Years,0,Kidnapping,Boys,HIMACHAL PRADESH,0,2004
7-12 Years,0,Kidnapping,Boys,HIMACHAL PRADESH,0,2005
7-12 Years,0,Kidnapping,Boys,HIMACHAL PRADESH,0,2006
7-12 Years,0,Kidnapping,Boys,HIMACHAL PRADESH,0,2007
7-12 Years,0,Kidnapping,Boys,HIMACHAL PRADESH,0,2008
7-12 Years,0,Kidnapping,Boys,HIMACHAL PRADESH,0,2009
7-12 Years,0,Kidnapping,Boys,HIMACHAL PRADESH,0,2010
7-12 Years,0,Kidnapping,Boys,JAMMU & KASHMIR,0,2001
7-12 Years,0,Kidnapping,Boys,JAMMU & KASHMIR,0,2002
7-12 Years,0,Kidnapping,Boys,JAMMU & KASHMIR,0,2003
7-12 Years,0,Kidnapping,Boys,JAMMU & KASHMIR,0,2004
7-12 Years,0,Kidnapping,Boys,JAMMU & KASHMIR,0,2005
7-12 Years,0,Kidnapping,Boys,JAMMU & KASHMIR,0,2006
7-12 Years,0,Kidnapping,Boys,JAMMU & KASHMIR,0,2007
7-12 Years,0,Kidnapping,Boys,JAMMU & KASHMIR,0,2008
7-12 Years,0,Kidnapping,Boys,JAMMU & KASHMIR,0,2009
7-12 Years,0,Kidnapping,Boys,JAMMU & KASHMIR,0,2010
7-12 Years,0,Kidnapping,Boys,JHARKHAND,0,2001
7-12 Years,0,Kidnapping,Boys,JHARKHAND,0,2002
7-12 Years,0,Kidnapping,Boys,JHARKHAND,0,2003
7-12 Years,0,Kidnapping,Boys,JHARKHAND,0,2004
7-12 Years,0,Kidnapping,Boys,JHARKHAND,0,2005
7-12 Years,0,Kidnapping,Boys,JHARKHAND,0,2006
7-12 Years,0,Kidnapping,Boys,JHARKHAND,0,2007
7-12 Years,0,Kidnapping,Boys,JHARKHAND,0,2008
7-12 Years,0,Kidnapping,Boys,JHARKHAND,0,2009
7-12 Years,0,Kidnapping,Boys,JHARKHAND,0,2010
7-12 Years,0,Kidnapping,Boys,KARNATAKA,0,2001
7-12 Years,0,Kidnapping,Boys,KARNATAKA,0,2002
7-12 Years,0,Kidnapping,Boys,KARNATAKA,0,2003
7-12 Years,0,Kidnapping,Boys,KARNATAKA,0,2004
7-12 Years,0,Kidnapping,Boys,KARNATAKA,0,2005
